text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"It has been eighty-eight days since that unseen catastrophe. Eighty-eight days, and still no answer as to why. still feel the reverberations even today. When will this silence end? Say the word, make request...Anything, so long as can hear that voice again.",mixed,0,3,yes,yes,no,,3,,1,-4,ca4591994c00795feecfdf8c5d96d6c9
"It is currently the Aztec month of Teotleco. If we lived in Aztec times, we would be celebrating the return of the Gods to their cities. If you were an Aztec merchant, you would likely be sacrificing great number of slaves to the god of travel, Yacatecuhtli.",mixed,0,3,yes,No,no,,NA,,3,-1,ca4591994c00795feecfdf8c5d96d6c9
"It is currently the Aztec month of Teotleco. If we lived in Aztec times, we would be celebrating the return of the Gods to their cities. If you were an Aztec merchant, you would likely be sacrificing great number of slaves to the god of travel, Yacatecuhtli.",no,1,3,yes,No,no,,NA,,3,-1,ca4591994c00795feecfdf8c5d96d6c9
"It is currently the Aztec month of Teotleco. If we lived in Aztec times, we would be celebrating the return of the Gods to their cities. If you were an Aztec merchant, you would likely be sacrificing great number of slaves to the god of travel, Yacatecuhtli.",yes,2,3,yes,No,no,,NA,,3,-1,ca4591994c00795feecfdf8c5d96d6c9
"It is said that the gods play games with the lives of men. But what games, and why, and the identities of the actual pawns, and what the game is, and what the rules are-who knows? Best not to speculate. Thunder rolled. . . . It rolled six.",mixed,0,3,yes,No,no,,NA,,2,-1,276d9dae51d0748f843b3525458ef54e
"It is said that the gods play games with the lives of men. But what games, and why, and the identities of the actual pawns, and what the game is, and what the rules are-who knows? Best not to speculate. Thunder rolled. . . . It rolled six.",yes,3,3,yes,No,no,,NA,,2,-1,276d9dae51d0748f843b3525458ef54e
"It is said that the gods play games with the lives of men. But what games, and why, and the identities of the actual pawns, and what the game is, and what the rules are-who knows? Best not to speculate. Thunder rolled. . . . It rolled six.",no,0,3,yes,No,no,,NA,,2,-1,276d9dae51d0748f843b3525458ef54e
"It so hard for me to let go of you, But I'm coming back, I'm coming back. And you are the reason that I've been waiting for...",no,0,3,yes,yes,no,,2,,1,-1,216924ec52555944d3d64c52390b359f
"It so hard for me to let go of you, But I'm coming back, I'm coming back. And you are the reason that I've been waiting for...",mixed,0,3,yes,yes,no,,2,,1,-1,216924ec52555944d3d64c52390b359f
"It so hard for me to let go of you, But I'm coming back, I'm coming back. And you are the reason that I've been waiting for...",yes,3,3,yes,yes,no,,2,,1,-1,216924ec52555944d3d64c52390b359f
It takes seconds for food to pass from mouth to stomach. human hair can hold kg. The length of the penis is three times the length of the thumb. The femur is as hard as concrete. woman's heart beats faster than man's. Women blink twice as much as men. We use muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb,no,0,3,yes,No,no,,NA,,1,-1,29cda473b52e1c75fbfe958ed3aec565
It takes seconds for food to pass from mouth to stomach. human hair can hold kg. The length of the penis is three times the length of the thumb. The femur is as hard as concrete. woman's heart beats faster than man's. Women blink twice as much as men. We use muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb,yes,3,3,yes,No,no,,NA,,1,-1,29cda473b52e1c75fbfe958ed3aec565
It takes seconds for food to pass from mouth to stomach. human hair can hold kg. The length of the penis is three times the length of the thumb. The femur is as hard as concrete. woman's heart beats faster than man's. Women blink twice as much as men. We use muscles just to keep our balance when we stand. The woman has read this entire text. The man is still looking at his thumb,mixed,0,3,yes,No,no,,NA,,1,-1,29cda473b52e1c75fbfe958ed3aec565
"It takes woman twenty years to make man of her son, and another woman twenty minutes to make fool of him.",no,1,3,yes,yes,no,,2,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"It takes woman twenty years to make man of her son, and another woman twenty minutes to make fool of him.",yes,2,3,yes,yes,no,,2,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"It takes woman twenty years to make man of her son, and another woman twenty minutes to make fool of him.",mixed,0,3,yes,yes,no,,2,,1,-2,87ab3ba2cf5dd6ef4f4807a754dd968b
"It took me years to realise that was the only asian in all my psych classes. Now it makes sense why people always remember me... am /The Asian/"".""",no,1,3,yes,No,no,,NA,,1,-1,78d507493c70c1d8aa7df1fbffbafda8
"It took me years to realise that was the only asian in all my psych classes. Now it makes sense why people always remember me... am /The Asian/"".""",mixed,0,3,yes,No,no,,NA,,1,-1,78d507493c70c1d8aa7df1fbffbafda8
"It took me years to realise that was the only asian in all my psych classes. Now it makes sense why people always remember me... am /The Asian/"".""",yes,2,3,yes,No,no,,NA,,1,-1,78d507493c70c1d8aa7df1fbffbafda8
It's been THREE WEEKS! Where are my god forsaken aquarium plants!? If any of them are dead will be SO PISSED OFF. - days my ASS.,mixed,0,3,yes,yes,yes,,4,catastrophizing,2,-3,07244b3fd4536a8eea069ab02057e220
It's been THREE WEEKS! Where are my god forsaken aquarium plants!? If any of them are dead will be SO PISSED OFF. - days my ASS.,no,1,3,yes,yes,yes,,4,catastrophizing,2,-3,07244b3fd4536a8eea069ab02057e220
It's been THREE WEEKS! Where are my god forsaken aquarium plants!? If any of them are dead will be SO PISSED OFF. - days my ASS.,yes,2,3,yes,yes,yes,,4,catastrophizing,2,-3,07244b3fd4536a8eea069ab02057e220
"It's Christmas. It's actually Christmas... *pinches cheek* Oof. Yeah, it's Christmas alright. :D Merry Christmas to everybody! God bless! :]",no,3,3,no,No,no,,NA,,3,-1,439f3d6687e9826c9f511eb794b7f17a
"It's Christmas. It's actually Christmas... *pinches cheek* Oof. Yeah, it's Christmas alright. :D Merry Christmas to everybody! God bless! :]",mixed,0,3,no,No,no,,NA,,3,-1,439f3d6687e9826c9f511eb794b7f17a
"It's Christmas. It's actually Christmas... *pinches cheek* Oof. Yeah, it's Christmas alright. :D Merry Christmas to everybody! God bless! :]",yes,0,3,no,No,no,,NA,,3,-1,439f3d6687e9826c9f511eb794b7f17a
It's really heartbreaking when your child feels sad at school because of what other kids say to them..,mixed,0,3,yes,yes,no,,3,,1,-5,bfc3de1ae3ba2894b44311621bdd26c8
It's really heartbreaking when your child feels sad at school because of what other kids say to them..,yes,3,3,yes,yes,no,,3,,1,-5,bfc3de1ae3ba2894b44311621bdd26c8
It's really heartbreaking when your child feels sad at school because of what other kids say to them..,no,0,3,yes,yes,no,,3,,1,-5,bfc3de1ae3ba2894b44311621bdd26c8
It's very nice outside. With any luck this wind will bring in another storm before the heat arrives. Goodnight.,no,0,3,yes,No,no,,NA,,4,-2,6bbc96794b1de1d531ad1168dd4da8a8
It's very nice outside. With any luck this wind will bring in another storm before the heat arrives. Goodnight.,mixed,0,3,yes,No,no,,NA,,4,-2,6bbc96794b1de1d531ad1168dd4da8a8
It's very nice outside. With any luck this wind will bring in another storm before the heat arrives. Goodnight.,yes,3,3,yes,No,no,,NA,,4,-2,6bbc96794b1de1d531ad1168dd4da8a8
It's your life. Whatcha gonna do? The world is watchin' you. Every day the choices you make tell who you are and what your heart beats for. It's an open door.,mixed,0,3,no,No,no,,NA,,1,-1,cea00424ced413c108d878b1a14f3316
It's your life. Whatcha gonna do? The world is watchin' you. Every day the choices you make tell who you are and what your heart beats for. It's an open door.,no,2,3,no,No,no,,NA,,1,-1,cea00424ced413c108d878b1a14f3316
It's your life. Whatcha gonna do? The world is watchin' you. Every day the choices you make tell who you are and what your heart beats for. It's an open door.,yes,1,3,no,No,no,,NA,,1,-1,cea00424ced413c108d878b1a14f3316
"it`s really awkward when some college calls and starts telling you all these good things about this school, and then you tell them you`re not going to apply there.",mixed,1,3,yes,No,no,,NA,,3,-3,b0acac95493fc438ce56372eebde2b0e
"it`s really awkward when some college calls and starts telling you all these good things about this school, and then you tell them you`re not going to apply there.",no,0,3,yes,No,no,,NA,,3,-3,b0acac95493fc438ce56372eebde2b0e
"it`s really awkward when some college calls and starts telling you all these good things about this school, and then you tell them you`re not going to apply there.",yes,2,3,yes,No,no,,NA,,3,-3,b0acac95493fc438ce56372eebde2b0e
"Italy had it all (esp in nd half)........Pace, Passion, Passes.........but their South American opponents Paraguay were equal task.....dey held Champions draw",mixed,0,3,yes,No,no,,NA,,1,-1,98402a19f626c91d1795df7446906795
"Italy had it all (esp in nd half)........Pace, Passion, Passes.........but their South American opponents Paraguay were equal task.....dey held Champions draw",yes,2,3,yes,No,no,,NA,,1,-1,98402a19f626c91d1795df7446906795
"Italy had it all (esp in nd half)........Pace, Passion, Passes.........but their South American opponents Paraguay were equal task.....dey held Champions draw",no,1,3,yes,No,no,,NA,,1,-1,98402a19f626c91d1795df7446906795
"Jeepers... Got my exam timetable already... But it feels like only started uni week ago!!! Eep!!! Although, they're teaching us crisis handling skills in the weeks before the exam... Can't say we're not skilled to handle the pressure... Not sure if that's good or bad thing... :S",mixed,0,3,yes,yes,no,,1,,3,-3,d5380466e18422d7b2c2d54d57cbbde2
"Jeepers... Got my exam timetable already... But it feels like only started uni week ago!!! Eep!!! Although, they're teaching us crisis handling skills in the weeks before the exam... Can't say we're not skilled to handle the pressure... Not sure if that's good or bad thing... :S",no,0,3,yes,yes,no,,1,,3,-3,d5380466e18422d7b2c2d54d57cbbde2
"Jeepers... Got my exam timetable already... But it feels like only started uni week ago!!! Eep!!! Although, they're teaching us crisis handling skills in the weeks before the exam... Can't say we're not skilled to handle the pressure... Not sure if that's good or bad thing... :S",yes,3,3,yes,yes,no,,1,,3,-3,d5380466e18422d7b2c2d54d57cbbde2
"Jeez thought it was gone, you'd think your insomnia had disappeared if youd had good nights sleep for two months, but nope it's back, and this audio hallucinogenic deep sleep music and herbal sleep tea isent doin anything for it, damn insomnia",yes,3,3,yes,yes,no,,3,,3,-2,748b929276449add1cb3bb5985e85fa1
"Jeez thought it was gone, you'd think your insomnia had disappeared if youd had good nights sleep for two months, but nope it's back, and this audio hallucinogenic deep sleep music and herbal sleep tea isent doin anything for it, damn insomnia",no,0,3,yes,yes,no,,3,,3,-2,748b929276449add1cb3bb5985e85fa1
"Jeez thought it was gone, you'd think your insomnia had disappeared if youd had good nights sleep for two months, but nope it's back, and this audio hallucinogenic deep sleep music and herbal sleep tea isent doin anything for it, damn insomnia",mixed,0,3,yes,yes,no,,3,,3,-2,748b929276449add1cb3bb5985e85fa1
jobs applied for and blood test booked guess its time for brew sum tunes and the lastest chronicle of thomas covenant,yes,1,4,no,No,no,,NA,,1,-1,a79d99cb1fe61ceea2737bb7fa6f9c53
jobs applied for and blood test booked guess its time for brew sum tunes and the lastest chronicle of thomas covenant,mixed,0,4,no,No,no,,NA,,1,-1,a79d99cb1fe61ceea2737bb7fa6f9c53
jobs applied for and blood test booked guess its time for brew sum tunes and the lastest chronicle of thomas covenant,no,3,4,no,No,no,,NA,,1,-1,a79d99cb1fe61ceea2737bb7fa6f9c53
"Jordan Garcia, you would have died of thirst and hunger if wasn't nice enough to buy you something to eat and drink.",yes,2,3,yes,No,no,,NA,,3,-2,2a9b90b41e9399bb331fef2582f657c3
"Jordan Garcia, you would have died of thirst and hunger if wasn't nice enough to buy you something to eat and drink.",mixed,1,3,yes,No,no,,NA,,3,-2,2a9b90b41e9399bb331fef2582f657c3
"Jordan Garcia, you would have died of thirst and hunger if wasn't nice enough to buy you something to eat and drink.",no,0,3,yes,No,no,,NA,,3,-2,2a9b90b41e9399bb331fef2582f657c3
"just boppin' along, reading my literature <<This ain't song for the brokenhearted>> wondering about the state of my duodenum and contemplating cranial sutures and wondering where my room went and why all my clothes are covering it up??",yes,3,3,yes,No,no,,NA,,1,-5,82e932005d8c94bb93bcb54fa19f421c
"just boppin' along, reading my literature <<This ain't song for the brokenhearted>> wondering about the state of my duodenum and contemplating cranial sutures and wondering where my room went and why all my clothes are covering it up??",mixed,0,3,yes,No,no,,NA,,1,-5,82e932005d8c94bb93bcb54fa19f421c
"just boppin' along, reading my literature <<This ain't song for the brokenhearted>> wondering about the state of my duodenum and contemplating cranial sutures and wondering where my room went and why all my clothes are covering it up??",no,0,3,yes,No,no,,NA,,1,-5,82e932005d8c94bb93bcb54fa19f421c
Just drove on and in San Francisco and it was my first time on the interstate and i didn't have an accident. My little gray cells are now very tired.,no,0,3,yes,No,no,,NA,,1,-3,84d1a2573b06e86b12370ce2c7563117
Just drove on and in San Francisco and it was my first time on the interstate and i didn't have an accident. My little gray cells are now very tired.,mixed,0,3,yes,No,no,,NA,,1,-3,84d1a2573b06e86b12370ce2c7563117
Just drove on and in San Francisco and it was my first time on the interstate and i didn't have an accident. My little gray cells are now very tired.,yes,3,3,yes,No,no,,NA,,1,-3,84d1a2573b06e86b12370ce2c7563117
"Just finished watching Jet Li's Fearless. In my opinion, it's martial arts film that's well worth watching for its themes of honor, loyalty, redemption, and determination.",yes,3,3,yes,No,no,,NA,,2,-1,71f9aec34db909bb7b0a5171e695edd9
"Just finished watching Jet Li's Fearless. In my opinion, it's martial arts film that's well worth watching for its themes of honor, loyalty, redemption, and determination.",no,0,3,yes,No,no,,NA,,2,-1,71f9aec34db909bb7b0a5171e695edd9
